REF_DATE,GEO,Products and product groups,UOM,COORDINATE,VALUE
1986-11-01,Canada,Transportation,2002=100,2.176,61.5
1986-11-01,Canada,All-items excluding food,2002=100,2.284,65.8
1986-11-01,Canada,All-items excluding food and energy,2002=100,2.285,66.6
1986-11-01,Canada,Energy,2002=100,2.288,59.7
1986-11-01,Canada,Goods,2002=100,2.274,70.8
1986-11-01,Canada,Services,2002=100,2.282,62.4
1986-12-01,Canada,All-items,2002=100,2.2,66.8
1986-12-01,Canada,Food,2002=100,2.3,70.5
1986-12-01,Canada,Mortgage interest cost,2002=100,2.85,86.8
1986-12-01,Canada,Transportation,2002=100,2.176,61.7
1986-12-01,Canada,All-items excluding food,2002=100,2.284,66
1986-12-01,Canada,All-items excluding food and energy,2002=100,2.285,66.8
1986-12-01,Canada,Energy,2002=100,2.288,59.9
1986-12-01,Canada,Goods,2002=100,2.274,70.8
1986-12-01,Canada,Services,2002=100,2.282,62.6
1987-01-01,Canada,All-items,2002=100,2.2,67
1987-01-01,Canada,Food,2002=100,2.3,71.2
1987-01-01,Canada,Mortgage interest cost,2002=100,2.85,86.9
1987-01-01,Canada,Transportation,2002=100,2.176,61.7
1987-01-01,Canada,All-items excluding food,2002=100,2.284,66
1987-01-01,Canada,All-items excluding food and energy,2002=100,2.285,66.7
1987-01-01,Canada,Energy,2002=100,2.288,60.7
1987-01-01,Canada,Goods,2002=100,2.274,71.2
1987-01-01,Canada,Services,2002=100,2.282,62.4
1987-02-01,Canada,All-items,2002=100,2.2,67.3
1987-02-01,Canada,Food,2002=100,2.3,71.2
1987-02-01,Canada,Mortgage interest cost,2002=100,2.85,87.2
1987-02-01,Canada,Transportation,2002=100,2.176,61.6
1987-02-01,Canada,All-items excluding food,2002=100,2.284,66.3
1987-02-01,Canada,All-items excluding food and energy,2002=100,2.285,67
1987-02-01,Canada,Energy,2002=100,2.288,62
1987-02-01,Canada,Goods,2002=100,2.274,71.5
1987-02-01,Canada,Services,2002=100,2.282,62.8
1987-03-01,Canada,All-items,2002=100,2.2,67.5
1987-03-01,Canada,Food,2002=100,2.3,71.2
1987-03-01,Canada,Mortgage interest cost,2002=100,2.85,87
1987-03-01,Canada,Transportation,2002=100,2.176,62.3
1987-03-01,Canada,All-items excluding food,2002=100,2.284,66.7
1987-03-01,Canada,All-items excluding food and energy,2002=100,2.285,67.3
1987-03-01,Canada,Energy,2002=100,2.288,63.2
1987-03-01,Canada,Goods,2002=100,2.274,71.8
1987-03-01,Canada,Services,2002=100,2.282,63.1
1987-04-01,Canada,All-items,2002=100,2.2,67.9
1987-04-01,Canada,Food,2002=100,2.3,71.2
1987-04-01,Canada,Mortgage interest cost,2002=100,2.85,87.3
1987-04-01,Canada,Transportation,2002=100,2.176,62.3
1987-04-01,Canada,All-items excluding food,2002=100,2.284,67.1
1987-04-01,Canada,All-items excluding food and energy,2002=100,2.285,67.6
1987-04-01,Canada,Energy,2002=100,2.288,63.6
1987-04-01,Canada,Goods,2002=100,2.274,72.1
1987-04-01,Canada,Services,2002=100,2.282,63.4
1987-05-01,Canada,All-items,2002=100,2.2,68.3
1987-05-01,Canada,Food,2002=100,2.3,71.8
1987-05-01,Canada,Mortgage interest cost,2002=100,2.85,87.3
1987-05-01,Canada,Transportation,2002=100,2.176,62.6
1987-05-01,Canada,All-items excluding food,2002=100,2.284,67.4
1987-05-01,Canada,All-items excluding food and energy,2002=100,2.285,67.9
1987-05-01,Canada,Energy,2002=100,2.288,63.7
1987-05-01,Canada,Goods,2002=100,2.274,72.5
1987-05-01,Canada,Services,2002=100,2.282,63.7
1987-06-01,Canada,All-items,2002=100,2.2,68.5
1987-06-01,Canada,Food,2002=100,2.3,72.6
1987-06-01,Canada,Mortgage interest cost,2002=100,2.85,87.3
1987-06-01,Canada,Transportation,2002=100,2.176,62.8
1987-06-01,Canada,All-items excluding food,2002=100,2.284,67.5
1987-06-01,Canada,All-items excluding food and energy,2002=100,2.285,68
1987-06-01,Canada,Energy,2002=100,2.288,64.4
1987-06-01,Canada,Goods,2002=100,2.274,72.8
1987-06-01,Canada,Services,2002=100,2.282,63.8
1987-07-01,Canada,All-items,2002=100,2.2,68.9
1987-07-01,Canada,Food,2002=100,2.3,72.8
1987-07-01,Canada,Mortgage interest cost,2002=100,2.85,87.5
1987-07-01,Canada,Transportation,2002=100,2.176,64.7
1987-07-01,Canada,All-items excluding food,2002=100,2.284,68.1
1987-07-01,Canada,All-items excluding food and energy,2002=100,2.285,68.6
1987-07-01,Canada,Energy,2002=100,2.288,64.7
1987-07-01,Canada,Goods,2002=100,2.274,73.2
1987-07-01,Canada,Services,2002=100,2.282,64.6
1987-08-01,Canada,All-items,2002=100,2.2,69
1987-08-01,Canada,Food,2002=100,2.3,72.1
1987-08-01,Canada,Mortgage interest cost,2002=100,2.85,87.7
1987-08-01,Canada,Transportation,2002=100,2.176,64.6
1987-08-01,Canada,All-items excluding food,2002=100,2.284,68.2
1987-08-01,Canada,All-items excluding food and energy,2002=100,2.285,68.8
1987-08-01,Canada,Energy,2002=100,2.288,65
1987-08-01,Canada,Goods,2002=100,2.274,72.9
1987-08-01,Canada,Services,2002=100,2.282,64.8
1987-09-01,Canada,All-items,2002=100,2.2,69
1987-09-01,Canada,Food,2002=100,2.3,71.7
1987-09-01,Canada,Mortgage interest cost,2002=100,2.85,88
1987-09-01,Canada,Transportation,2002=100,2.176,64.1
1987-09-01,Canada,All-items excluding food,2002=100,2.284,68.4
1987-09-01,Canada,All-items excluding food and energy,2002=100,2.285,68.9
1987-09-01,Canada,Energy,2002=100,2.288,65.5
1987-09-01,Canada,Goods,2002=100,2.274,72.9
1987-09-01,Canada,Services,2002=100,2.282,64.8
1987-10-01,Canada,All-items,2002=100,2.2,69.2
1987-10-01,Canada,Food,2002=100,2.3,71.8
1987-10-01,Canada,Mortgage interest cost,2002=100,2.85,88.2
1987-10-01,Canada,Transportation,2002=100,2.176,64
1987-10-01,Canada,All-items excluding food,2002=100,2.284,68.7
1987-10-01,Canada,All-items excluding food and energy,2002=100,2.285,69.2
1987-10-01,Canada,Energy,2002=100,2.288,65.3
1987-10-01,Canada,Goods,2002=100,2.274,73.2
1987-10-01,Canada,Services,2002=100,2.282,65
1987-11-01,Canada,All-items,2002=100,2.2,69.5
1987-11-01,Canada,Food,2002=100,2.3,72.1
1987-11-01,Canada,Mortgage interest cost,2002=100,2.85,88.7
1987-11-01,Canada,Transportation,2002=100,2.176,64.3
1987-11-01,Canada,All-items excluding food,2002=100,2.284,69
1987-11-01,Canada,All-items excluding food and energy,2002=100,2.285,69.5
1987-11-01,Canada,Energy,2002=100,2.288,65.5
1987-11-01,Canada,Goods,2002=100,2.274,73.6
1987-11-01,Canada,Services,2002=100,2.282,65.1
1987-12-01,Canada,All-items,2002=100,2.2,69.6
1987-12-01,Canada,Food,2002=100,2.3,72.1
1987-12-01,Canada,Mortgage interest cost,2002=100,2.85,88.9
1987-12-01,Canada,Transportation,2002=100,2.176,64.6
1987-12-01,Canada,All-items excluding food,2002=100,2.284,69
1987-12-01,Canada,All-items excluding food and energy,2002=100,2.285,69.5
1987-12-01,Canada,Energy,2002=100,2.288,65.5
1987-12-01,Canada,Goods,2002=100,2.274,73.5
1987-12-01,Canada,Services,2002=100,2.282,65.4
1988-01-01,Canada,All-items,2002=100,2.2,69.7
1988-01-01,Canada,Food,2002=100,2.3,72.8
1988-01-01,Canada,Mortgage interest cost,2002=100,2.85,89.3
1988-01-01,Canada,Transportation,2002=100,2.176,63.6
1988-01-01,Canada,All-items excluding food,2002=100,2.284,69
1988-01-01,Canada,All-items excluding food and energy,2002=100,2.285,69.5
1988-01-01,Canada,Energy,2002=100,2.288,65.5
1988-01-01,Canada,Goods,2002=100,2.274,74
1988-01-01,Canada,Services,2002=100,2.282,65.3
1988-02-01,Canada,All-items,2002=100,2.2,70
1988-02-01,Canada,Food,2002=100,2.3,72.6
1988-02-01,Canada,Mortgage interest cost,2002=100,2.85,88.8
1988-02-01,Canada,Transportation,2002=100,2.176,63.6
1988-02-01,Canada,All-items excluding food,2002=100,2.284,69.3
1988-02-01,Canada,All-items excluding food and energy,2002=100,2.285,70.1
1988-02-01,Canada,Energy,2002=100,2.288,64.6
1988-02-01,Canada,Goods,2002=100,2.274,74.1
1988-02-01,Canada,Services,2002=100,2.282,65.6
1988-03-01,Canada,All-items,2002=100,2.2,70.4
1988-03-01,Canada,Food,2002=100,2.3,72.5
1988-03-01,Canada,Mortgage interest cost,2002=100,2.85,89.8
1988-03-01,Canada,Transportation,2002=100,2.176,64.5
1988-03-01,Canada,All-items excluding food,2002=100,2.284,69.8
1988-03-01,Canada,All-items excluding food and energy,2002=100,2.285,70.6
1988-03-01,Canada,Energy,2002=100,2.288,64.1
1988-03-01,Canada,Goods,2002=100,2.274,74.1
1988-03-01,Canada,Services,2002=100,2.282,66.3
1988-04-01,Canada,All-items,2002=100,2.2,70.6
1988-04-01,Canada,Food,2002=100,2.3,72.8
1988-04-01,Canada,Mortgage interest cost,2002=100,2.85,89.8
1988-04-01,Canada,Transportation,2002=100,2.176,64.6
1988-04-01,Canada,All-items excluding food,2002=100,2.284,70.1
1988-04-01,Canada,All-items excluding food and energy,2002=100,2.285,70.8
1988-04-01,Canada,Energy,2002=100,2.288,64.8
1988-04-01,Canada,Goods,2002=100,2.274,74.6
1988-04-01,Canada,Services,2002=100,2.282,66.4
1988-05-01,Canada,All-items,2002=100,2.2,71
1988-05-01,Canada,Food,2002=100,2.3,73.3
1988-05-01,Canada,Mortgage interest cost,2002=100,2.85,90.1
1988-05-01,Canada,Transportation,2002=100,2.176,64.5
1988-05-01,Canada,All-items excluding food,2002=100,2.284,70.5
1988-05-01,Canada,All-items excluding food and energy,2002=100,2.285,71.2
1988-05-01,Canada,Energy,2002=100,2.288,65.4
1988-05-01,Canada,Goods,2002=100,2.274,75.2
1988-05-01,Canada,Services,2002=100,2.282,66.7
1988-06-01,Canada,All-items,2002=100,2.2,71.2
1988-06-01,Canada,Food,2002=100,2.3,73.9
1988-06-01,Canada,Mortgage interest cost,2002=100,2.85,90.4
1988-06-01,Canada,Transportation,2002=100,2.176,64.3
1988-06-01,Canada,All-items excluding food,2002=100,2.284,70.5
1988-06-01,Canada,All-items excluding food and energy,2002=100,2.285,71.2
1988-06-01,Canada,Energy,2002=100,2.288,65.2
1988-06-01,Canada,Goods,2002=100,2.274,75.3
1988-06-01,Canada,Services,2002=100,2.282,66.7
1988-07-01,Canada,All-items,2002=100,2.2,71.6
1988-07-01,Canada,Food,2002=100,2.3,74.6
1988-07-01,Canada,Mortgage interest cost,2002=100,2.85,90.8
1988-07-01,Canada,Transportation,2002=100,2.176,65.2
1988-07-01,Canada,All-items excluding food,2002=100,2.284,70.9
1988-07-01,Canada,All-items excluding food and energy,2002=100,2.285,71.7
1988-07-01,Canada,Energy,2002=100,2.288,65.3
1988-07-01,Canada,Goods,2002=100,2.274,75.7
1988-07-01,Canada,Services,2002=100,2.282,67.2
1988-08-01,Canada,All-items,2002=100,2.2,71.7
1988-08-01,Canada,Food,2002=100,2.3,74.8
1988-08-01,Canada,Mortgage interest cost,2002=100,2.85,91.1
1988-08-01,Canada,Transportation,2002=100,2.176,64.8
1988-08-01,Canada,All-items excluding food,2002=100,2.284,71
1988-08-01,Canada,All-items excluding food and energy,2002=100,2.285,72
1988-08-01,Canada,Energy,2002=100,2.288,64.2
1988-08-01,Canada,Goods,2002=100,2.274,75.8
1988-08-01,Canada,Services,2002=100,2.282,67.5
1988-09-01,Canada,All-items,2002=100,2.2,71.8
1988-09-01,Canada,Food,2002=100,2.3,74.6
1988-09-01,Canada,Mortgage interest cost,2002=100,2.85,91.4
1988-09-01,Canada,Transportation,2002=100,2.176,64.4
1988-09-01,Canada,All-items excluding food,2002=100,2.284,71.2
1988-09-01,Canada,All-items excluding food and energy,2002=100,2.285,72.1
1988-09-01,Canada,Energy,2002=100,2.288,64.3
1988-09-01,Canada,Goods,2002=100,2.274,75.8
1988-09-01,Canada,Services,2002=100,2.282,67.7
1988-10-01,Canada,All-items,2002=100,2.2,72.2
1988-10-01,Canada,Food,2002=100,2.3,74.6
1988-10-01,Canada,Mortgage interest cost,2002=100,2.85,92
1988-10-01,Canada,Transportation,2002=100,2.176,64.3
1988-10-01,Canada,All-items excluding food,2002=100,2.284,71.5
1988-10-01,Canada,All-items excluding food and energy,2002=100,2.285,72.6
1988-10-01,Canada,Energy,2002=100,2.288,63.9
1988-10-01,Canada,Goods,2002=100,2.274,75.8
1988-10-01,Canada,Services,2002=100,2.282,68.2
1988-11-01,Canada,All-items,2002=100,2.2,72.3
1988-11-01,Canada,Food,2002=100,2.3,74.3
1988-11-01,Canada,Mortgage interest cost,2002=100,2.85,92.3
1988-11-01,Canada,Transportation,2002=100,2.176,65.3
1988-11-01,Canada,All-items excluding food,2002=100,2.284,71.9
1988-11-01,Canada,All-items excluding food and energy,2002=100,2.285,73
1988-11-01,Canada,Energy,2002=100,2.288,63.3
1988-11-01,Canada,Goods,2002=100,2.274,76.1
1988-11-01,Canada,Services,2002=100,2.282,68.5
1988-12-01,Canada,All-items,2002=100,2.2,72.3
1988-12-01,Canada,Food,2002=100,2.3,74.1
1988-12-01,Canada,Mortgage interest cost,2002=100,2.85,92.9
1988-12-01,Canada,Transportation,2002=100,2.176,65.1
1988-12-01,Canada,All-items excluding food,2002=100,2.284,72
1988-12-01,Canada,All-items excluding food and energy,2002=100,2.285,73.1
1988-12-01,Canada,Energy,2002=100,2.288,63.1
1988-12-01,Canada,Goods,2002=100,2.274,76
1988-12-01,Canada,Services,2002=100,2.282,68.5
1989-01-01,Canada,All-items,2002=100,2.2,72.7
1989-01-01,Canada,Food,2002=100,2.3,74.9
1989-01-01,Canada,Mortgage interest cost,2002=100,2.85,93.7
1989-01-01,Canada,Transportation,2002=100,2.176,65.7
1989-01-01,Canada,All-items excluding food,2002=100,2.284,72.2
1989-01-01,Canada,All-items excluding food and energy,2002=100,2.285,73.3
1989-01-01,Canada,Energy,2002=100,2.288,63.6
1989-01-01,Canada,Goods,2002=100,2.274,76.4
1989-01-01,Canada,Services,2002=100,2.282,68.8
1989-02-01,Canada,All-items,2002=100,2.2,73.2
1989-02-01,Canada,Food,2002=100,2.3,75.6
1989-02-01,Canada,Mortgage interest cost,2002=100,2.85,94.6
1989-02-01,Canada,Transportation,2002=100,2.176,65.7
1989-02-01,Canada,All-items excluding food,2002=100,2.284,72.7
1989-02-01,Canada,All-items excluding food and energy,2002=100,2.285,73.8
1989-02-01,Canada,Energy,2002=100,2.288,64
1989-02-01,Canada,Goods,2002=100,2.274,77
1989-02-01,Canada,Services,2002=100,2.282,69.2
1989-03-01,Canada,All-items,2002=100,2.2,73.6
1989-03-01,Canada,Food,2002=100,2.3,75.6
1989-03-01,Canada,Mortgage interest cost,2002=100,2.85,95.6
1989-03-01,Canada,Transportation,2002=100,2.176,66.2
1989-03-01,Canada,All-items excluding food,2002=100,2.284,73.1
1989-03-01,Canada,All-items excluding food and energy,2002=100,2.285,74.3
1989-03-01,Canada,Energy,2002=100,2.288,64.4
1989-03-01,Canada,Goods,2002=100,2.274,77.2
1989-03-01,Canada,Services,2002=100,2.282,69.7
1989-04-01,Canada,All-items,2002=100,2.2,73.8
1989-04-01,Canada,Food,2002=100,2.3,75.9
1989-04-01,Canada,Mortgage interest cost,2002=100,2.85,96.8
1989-04-01,Canada,Transportation,2002=100,2.176,66.5
1989-04-01,Canada,All-items excluding food,2002=100,2.284,73.3
1989-04-01,Canada,All-items excluding food and energy,2002=100,2.285,74.5
1989-04-01,Canada,Energy,2002=100,2.288,65
1989-04-01,Canada,Goods,2002=100,2.274,77.4
1989-04-01,Canada,Services,2002=100,2.282,70
1989-05-01,Canada,All-items,2002=100,2.2,74.6
1989-05-01,Canada,Food,2002=100,2.3,76.4
1989-05-01,Canada,Mortgage interest cost,2002=100,2.85,98
1989-05-01,Canada,Transportation,2002=100,2.176,67.2
1989-05-01,Canada,All-items excluding food,2002=100,2.284,74.1
1989-05-01,Canada,All-items excluding food and energy,2002=100,2.285,75.1
1989-05-01,Canada,Energy,2002=100,2.288,67.5
1989-05-01,Canada,Goods,2002=100,2.274,78.6
1989-05-01,Canada,Services,2002=100,2.282,70.3
1989-06-01,Canada,All-items,2002=100,2.2,74.9
1989-06-01,Canada,Food,2002=100,2.3,76.9
1989-06-01,Canada,Mortgage interest cost,2002=100,2.85,99.2
1989-06-01,Canada,Transportation,2002=100,2.176,68.2
1989-06-01,Canada,All-items excluding food,2002=100,2.284,74.5
1989-06-01,Canada,All-items excluding food and energy,2002=100,2.285,75.5
1989-06-01,Canada,Energy,2002=100,2.288,67.9
1989-06-01,Canada,Goods,2002=100,2.274,78.9
1989-06-01,Canada,Services,2002=100,2.282,70.7
1989-07-01,Canada,All-items,2002=100,2.2,75.4
1989-07-01,Canada,Food,2002=100,2.3,77.6
1989-07-01,Canada,Mortgage interest cost,2002=100,2.85,100.2
1989-07-01,Canada,Transportation,2002=100,2.176,69
1989-07-01,Canada,All-items excluding food,2002=100,2.284,75
1989-07-01,Canada,All-items excluding food and energy,2002=100,2.285,75.9
1989-07-01,Canada,Energy,2002=100,2.288,68.1
1989-07-01,Canada,Goods,2002=100,2.274,79.3
1989-07-01,Canada,Services,2002=100,2.282,71.3
1989-08-01,Canada,All-items,2002=100,2.2,75.5
1989-08-01,Canada,Food,2002=100,2.3,77.1
1989-08-01,Canada,Mortgage interest cost,2002=100,2.85,101.2
1989-08-01,Canada,Transportation,2002=100,2.176,68.7
1989-08-01,Canada,All-items excluding food,2002=100,2.284,75.1
1989-08-01,Canada,All-items excluding food and energy,2002=100,2.285,76.1
1989-08-01,Canada,Energy,2002=100,2.288,68.1
1989-08-01,Canada,Goods,2002=100,2.274,79.1
1989-08-01,Canada,Services,2002=100,2.282,71.6
1989-09-01,Canada,All-items,2002=100,2.2,75.6
1989-09-01,Canada,Food,2002=100,2.3,76.8
1989-09-01,Canada,Mortgage interest cost,2002=100,2.85,102.2
1989-09-01,Canada,Transportation,2002=100,2.176,68.7
1989-09-01,Canada,All-items excluding food,2002=100,2.284,75.2
1989-09-01,Canada,All-items excluding food and energy,2002=100,2.285,76.3
1989-09-01,Canada,Energy,2002=100,2.288,68
1989-09-01,Canada,Goods,2002=100,2.274,79.1
1989-09-01,Canada,Services,2002=100,2.282,71.8
1989-10-01,Canada,All-items,2002=100,2.2,75.9
1989-10-01,Canada,Food,2002=100,2.3,77.1
1989-10-01,Canada,Mortgage interest cost,2002=100,2.85,103
1989-10-01,Canada,Transportation,2002=100,2.176,68.7
1989-10-01,Canada,All-items excluding food,2002=100,2.284,75.7
1989-10-01,Canada,All-items excluding food and energy,2002=100,2.285,76.6
1989-10-01,Canada,Energy,2002=100,2.288,67.8
1989-10-01,Canada,Goods,2002=100,2.274,79.3
1989-10-01,Canada,Services,2002=100,2.282,72.2
1989-11-01,Canada,All-items,2002=100,2.2,76.1
1989-11-01,Canada,Food,2002=100,2.3,77
1989-11-01,Canada,Mortgage interest cost,2002=100,2.85,104
1989-11-01,Canada,Transportation,2002=100,2.176,69.5
1989-11-01,Canada,All-items excluding food,2002=100,2.284,76
1989-11-01,Canada,All-items excluding food and energy,2002=100,2.285,77
1989-11-01,Canada,Energy,2002=100,2.288,68.1
1989-11-01,Canada,Goods,2002=100,2.274,79.7
1989-11-01,Canada,Services,2002=100,2.282,72.5
1989-12-01,Canada,All-items,2002=100,2.2,76.1
1989-12-01,Canada,Food,2002=100,2.3,76.6
1989-12-01,Canada,Mortgage interest cost,2002=100,2.85,104.8
1989-12-01,Canada,Transportation,2002=100,2.176,69.5
1989-12-01,Canada,All-items excluding food,2002=100,2.284,76
1989-12-01,Canada,All-items excluding food and energy,2002=100,2.285,77.1
1989-12-01,Canada,Energy,2002=100,2.288,67.8
1989-12-01,Canada,Goods,2002=100,2.274,79.3
1989-12-01,Canada,Services,2002=100,2.282,72.7
1990-01-01,Canada,All-items,2002=100,2.2,76.7
1990-01-01,Canada,Food,2002=100,2.3,78.5
1990-01-01,Canada,Mortgage interest cost,2002=100,2.85,105.8
1990-01-01,Canada,Transportation,2002=100,2.176,70.1
1990-01-01,Canada,All-items excluding food,2002=100,2.284,76.3
1990-01-01,Canada,All-items excluding food and energy,2002=100,2.285,77.3
1990-01-01,Canada,Energy,2002=100,2.288,69.4
1990-01-01,Canada,Goods,2002=100,2.274,80.4
1990-01-01,Canada,Services,2002=100,2.282,72.9
1990-02-01,Canada,All-items,2002=100,2.2,77.2
1990-02-01,Canada,Food,2002=100,2.3,79.2
1990-02-01,Canada,Mortgage interest cost,2002=100,2.85,106.5
1990-02-01,Canada,Transportation,2002=100,2.176,70.4
1990-02-01,Canada,All-items excluding food,2002=100,2.284,76.7
1990-02-01,Canada,All-items excluding food and energy,2002=100,2.285,77.7
1990-02-01,Canada,Energy,2002=100,2.288,70.2
1990-02-01,Canada,Goods,2002=100,2.274,80.8
1990-02-01,Canada,Services,2002=100,2.282,73.3
1990-03-01,Canada,All-items,2002=100,2.2,77.5
1990-03-01,Canada,Food,2002=100,2.3,79.4
1990-03-01,Canada,Mortgage interest cost,2002=100,2.85,107.5
1990-03-01,Canada,Transportation,2002=100,2.176,70.6
1990-03-01,Canada,All-items excluding food,2002=100,2.284,77
1990-03-01,Canada,All-items excluding food and energy,2002=100,2.285,78
1990-03-01,Canada,Energy,2002=100,2.288,70.8
1990-03-01,Canada,Goods,2002=100,2.274,81
1990-03-01,Canada,Services,2002=100,2.282,73.7
1990-04-01,Canada,All-items,2002=100,2.2,77.5
1990-04-01,Canada,Food,2002=100,2.3,78.8
1990-04-01,Canada,Mortgage interest cost,2002=100,2.85,108.6
1990-04-01,Canada,Transportation,2002=100,2.176,70.4
1990-04-01,Canada,All-items excluding food,2002=100,2.284,77.2
1990-04-01,Canada,All-items excluding food and energy,2002=100,2.285,78.1
1990-04-01,Canada,Energy,2002=100,2.288,71.4
1990-04-01,Canada,Goods,2002=100,2.274,80.8
1990-04-01,Canada,Services,2002=100,2.282,74
1990-05-01,Canada,All-items,2002=100,2.2,77.9
1990-05-01,Canada,Food,2002=100,2.3,79
1990-05-01,Canada,Mortgage interest cost,2002=100,2.85,109.7
1990-05-01,Canada,Transportation,2002=100,2.176,70.4
1990-05-01,Canada,All-items excluding food,2002=100,2.284,77.6
1990-05-01,Canada,All-items excluding food and energy,2002=100,2.285,78.4
1990-05-01,Canada,Energy,2002=100,2.288,72.2
1990-05-01,Canada,Goods,2002=100,2.274,81.1
1990-05-01,Canada,Services,2002=100,2.282,74.4
1990-06-01,Canada,All-items,2002=100,2.2,78.2
1990-06-01,Canada,Food,2002=100,2.3,80.1
1990-06-01,Canada,Mortgage interest cost,2002=100,2.85,111.1
1990-06-01,Canada,Transportation,2002=100,2.176,70.7
